"id","name","account_root_id:id","tax_code_root_id:id","bank_account_view_id:id","property_account_receivable:id","property_account_payable:id","property_account_expense_categ:id","property_account_income_categ:id"
"l10n_no","NO Kontoplan og skatte Template","ns0","t0","ns1900","ns1500","ns2400","ns4300","ns5000"
